person_id,si_id,timestamp,age,height,weight,married_status,moving_speed_(m/s),age_group
8,77,2024-07-06 11:52:00,18,177,61,Married,0.16,1
8,78,2024-07-06 11:55:00,18,177,61,Married,0.84,1
8,70,2024-07-06 11:56:00,18,177,61,Married,0.28,1
8,74,2024-07-06 11:59:00,18,177,61,Married,1.4,1
8,78,2024-07-06 12:03:00,18,177,61,Married,0.41,1
8,74,2024-07-06 12:04:00,18,177,61,Married,0.69,1
8,79,2024-07-06 12:09:00,18,177,61,Married,1.32,1
8,715,2024-07-06 12:13:00,18,177,61,Married,1.14,1
8,78,2024-07-06 12:17:00,18,177,61,Married,0.19,1
9,114,2024-07-06 11:17:00,43,175,65,Married,0.25,2
10,20,2024-07-06 11:30:00,32,161,43,Married,0.96,2
10,00,2024-07-06 11:32:00,32,161,43,Married,1.44,2
10,02,2024-07-06 11:34:00,32,161,43,Married,1.06,2
10,05,2024-07-06 11:38:00,32,161,43,Married,0.7,2
11,43,2024-07-06 11:36:00,72,153,52,Married,0.22,3
11,417,2024-07-06 11:37:00,72,153,52,Married,1.25,3
11,514,2024-07-06 11:42:00,72,153,52,Married,0.97,3
11,511,2024-07-06 11:46:00,72,153,52,Married,0.49,3
12,13,2024-07-06 11:39:00,62,163,58,Married,0.4,3
12,319,2024-07-06 11:44:00,62,163,58,Married,1.2,3
12,318,2024-07-06 11:47:00,62,163,58,Married,1.17,3
12,310,2024-07-06 11:49:00,62,163,58,Married,0.24,3
12,32,2024-07-06 11:53:00,62,163,58,Married,1.19,3
12,320,2024-07-06 11:58:00,62,163,58,Married,0.75,3
12,11,2024-07-06 12:02:00,62,163,58,Married,0.61,3
12,112,2024-07-06 12:04:00,62,163,58,Married,0.44,3
12,04,2024-07-06 12:05:00,62,163,58,Married,0.47,3
12,010,2024-07-06 12:10:00,62,163,58,Married,0.74,3
12,00,2024-07-06 12:11:00,62,163,58,Married,1.07,3
12,05,2024-07-06 12:12:00,62,163,58,Married,0.44,3
12,04,2024-07-06 12:15:00,62,163,58,Married,0.67,3
13,04,2024-07-06 11:41:00,21,179,84,Single,0.6,1
13,02,2024-07-06 11:44:00,21,179,84,Single,1.39,1
13,012,2024-07-06 11:45:00,21,179,84,Single,0.73,1
13,58,2024-07-06 11:48:00,21,179,84,Single,0.22,1
13,616,2024-07-06 11:50:00,21,179,84,Single,1.42,1
13,61,2024-07-06 11:53:00,21,179,84,Single,0.61,1
13,64,2024-07-06 11:58:00,21,179,84,Single,1.07,1
13,418,2024-07-06 12:00:00,21,179,84,Single,1.03,1
13,47,2024-07-06 12:03:00,21,179,84,Single,0.98,1
13,413,2024-07-06 12:07:00,21,179,84,Single,0.85,1
13,411,2024-07-06 12:08:00,21,179,84,Single,0.96,1
13,00,2024-07-06 12:11:00,21,179,84,Single,0.51,1
13,08,2024-07-06 12:16:00,21,179,84,Single,1.27,1
13,09,2024-07-06 12:19:00,21,179,84,Single,0.92,1
13,01,2024-07-06 12:22:00,21,179,84,Single,1.0,1
13,011,2024-07-06 12:24:00,21,179,84,Single,0.71,1
14,116,2024-07-06 11:53:00,73,170,88,Married,1.07,3
14,715,2024-07-06 11:55:00,73,170,88,Married,1.26,3
14,711,2024-07-06 11:56:00,73,170,88,Married,1.35,3
14,116,2024-07-06 11:58:00,73,170,88,Married,0.14,3
14,78,2024-07-06 12:02:00,73,170,88,Married,0.76,3
14,711,2024-07-06 12:07:00,73,170,88,Married,0.21,3
14,72,2024-07-06 12:11:00,73,170,88,Married,0.79,3
14,76,2024-07-06 12:12:00,73,170,88,Married,1.44,3
14,712,2024-07-06 12:15:00,73,170,88,Married,0.44,3
14,110,2024-07-06 12:16:00,73,170,88,Married,0.9,3
14,111,2024-07-06 12:19:00,73,170,88,Married,1.18,3
15,12,2024-07-06 12:06:00,57,171,59,Single,0.26,2
15,17,2024-07-06 12:08:00,57,171,59,Single,1.03,2
15,117,2024-07-06 12:10:00,57,171,59,Single,1.24,2
15,16,2024-07-06 12:14:00,57,171,59,Single,1.39,2
15,10,2024-07-06 12:17:00,57,171,59,Single,0.53,2
15,117,2024-07-06 12:20:00,57,171,59,Single,0.59,2
15,24,2024-07-06 12:24:00,57,171,59,Single,0.75,2
15,23,2024-07-06 12:29:00,57,171,59,Single,1.34,2
15,25,2024-07-06 12:31:00,57,171,59,Single,0.23,2
15,20,2024-07-06 12:35:00,57,171,59,Single,1.01,2
15,28,2024-07-06 12:37:00,57,171,59,Single,0.73,2
15,23,2024-07-06 12:41:00,57,171,59,Single,0.68,2
16,26,2024-07-06 12:14:00,49,178,85,Married,0.34,2
16,16,2024-07-06 12:18:00,49,178,85,Married,0.48,2
16,11,2024-07-06 12:20:00,49,178,85,Married,0.64,2
17,27,2024-07-06 12:27:00,29,176,86,Single,0.91,1
17,22,2024-07-06 12:32:00,29,176,86,Single,1.31,1
17,25,2024-07-06 12:36:00,29,176,86,Single,1.13,1
17,20,2024-07-06 12:41:00,29,176,86,Single,0.4,1
17,415,2024-07-06 12:46:00,29,176,86,Single,0.77,1
17,34,2024-07-06 12:49:00,29,176,86,Single,0.4,1
17,30,2024-07-06 12:54:00,29,176,86,Single,0.18,1
17,55,2024-07-06 12:56:00,29,176,86,Single,0.49,1
17,53,2024-07-06 13:01:00,29,176,86,Single,1.12,1
17,514,2024-07-06 13:02:00,29,176,86,Single,0.43,1
17,511,2024-07-06 13:03:00,29,176,86,Single,1.18,1
17,616,2024-07-06 13:07:00,29,176,86,Single,1.19,1
17,61,2024-07-06 13:09:00,29,176,86,Single,0.28,1
17,610,2024-07-06 13:14:00,29,176,86,Single,1.2,1
18,07,2024-07-06 12:29:00,47,162,55,Married,0.45,2
18,03,2024-07-06 12:30:00,47,162,55,Married,0.4,2
18,09,2024-07-06 12:34:00,47,162,55,Married,1.11,2
18,09,2024-07-06 12:35:00,47,162,55,Married,0.27,2
18,710,2024-07-06 12:37:00,47,162,55,Married,1.35,2
18,76,2024-07-06 12:42:00,47,162,55,Married,0.99,2
18,71,2024-07-06 12:45:00,47,162,55,Married,0.66,2
18,78,2024-07-06 12:50:00,47,162,55,Married,1.23,2
18,713,2024-07-06 12:52:00,47,162,55,Married,0.11,2
18,712,2024-07-06 12:53:00,47,162,55,Married,1.22,2
18,713,2024-07-06 12:57:00,47,162,55,Married,1.39,2
18,711,2024-07-06 13:02:00,47,162,55,Married,1.23,2
18,714,2024-07-06 13:05:00,47,162,55,Married,0.52,2
18,01,2024-07-06 13:09:00,47,162,55,Married,0.48,2
18,03,2024-07-06 13:14:00,47,162,55,Married,0.95,2
18,07,2024-07-06 13:18:00,47,162,55,Married,1.06,2
19,09,2024-07-06 12:40:00,41,153,47,Married,0.95,2
19,011,2024-07-06 12:42:00,41,153,47,Married,0.86,2
19,03,2024-07-06 12:46:00,41,153,47,Married,1.1,2
19,02,2024-07-06 12:47:00,41,153,47,Married,0.51,2
19,56,2024-07-06 12:48:00,41,153,47,Married,1.05,2
19,514,2024-07-06 12:53:00,41,153,47,Married,1.33,2
19,52,2024-07-06 12:54:00,41,153,47,Married,0.52,2
19,512,2024-07-06 12:57:00,41,153,47,Married,1.03,2
19,510,2024-07-06 12:58:00,41,153,47,Married,0.24,2
19,44,2024-07-06 13:02:00,41,153,47,Married,0.58,2
19,715,2024-07-06 13:07:00,41,153,47,Married,0.47,2
19,72,2024-07-06 13:10:00,41,153,47,Married,1.4,2
19,73,2024-07-06 13:13:00,41,153,47,Married,0.6,2
19,412,2024-07-06 13:18:00,41,153,47,Married,1.0,2
19,41,2024-07-06 13:22:00,41,153,47,Married,0.65,2
19,42,2024-07-06 13:23:00,41,153,47,Married,1.24,2
20,23,2024-07-06 12:42:00,47,178,81,Married,1.26,2
20,24,2024-07-06 12:44:00,47,178,81,Married,0.32,2
20,28,2024-07-06 12:45:00,47,178,81,Married,1.06,2
20,414,2024-07-06 12:49:00,47,178,81,Married,0.2,2
20,24,2024-07-06 12:50:00,47,178,81,Married,0.25,2
20,28,2024-07-06 12:52:00,47,178,81,Married,0.82,2
21,24,2024-07-06 12:50:00,18,154,49,Single,0.48,1
21,77,2024-07-06 12:52:00,18,154,49,Single,1.0,1
21,77,2024-07-06 12:55:00,18,154,49,Single,0.22,1
21,73,2024-07-06 12:56:00,18,154,49,Single,0.78,1
21,711,2024-07-06 12:59:00,18,154,49,Single,0.46,1
21,22,2024-07-06 13:00:00,18,154,49,Single,0.7,1
22,417,2024-07-06 12:51:00,46,162,51,Married,1.34,2
22,49,2024-07-06 12:54:00,46,162,51,Married,1.16,2
22,16,2024-07-06 12:58:00,46,162,51,Married,0.37,2
22,19,2024-07-06 13:00:00,46,162,51,Married,1.45,2
22,17,2024-07-06 13:02:00,46,162,51,Married,0.68,2
22,17,2024-07-06 13:03:00,46,162,51,Married,0.29,2
22,111,2024-07-06 13:08:00,46,162,51,Married,1.34,2
22,114,2024-07-06 13:10:00,46,162,51,Married,0.84,2
22,117,2024-07-06 13:11:00,46,162,51,Married,0.14,2
23,44,2024-07-06 13:00:00,65,171,69,Married,1.28,3
23,48,2024-07-06 13:05:00,65,171,69,Married,1.3,3
23,417,2024-07-06 13:09:00,65,171,69,Married,1.24,3
23,49,2024-07-06 13:11:00,65,171,69,Married,1.45,3
23,416,2024-07-06 13:12:00,65,171,69,Married,0.53,3
23,18,2024-07-06 13:17:00,65,171,69,Married,0.92,3
23,19,2024-07-06 13:21:00,65,171,69,Married,0.45,3
23,117,2024-07-06 13:26:00,65,171,69,Married,1.47,3
23,111,2024-07-06 13:30:00,65,171,69,Married,1.35,3
23,18,2024-07-06 13:31:00,65,171,69,Married,0.7,3
23,16,2024-07-06 13:34:00,65,171,69,Married,0.35,3
23,05,2024-07-06 13:36:00,65,171,69,Married,1.24,3
23,011,2024-07-06 13:41:00,65,171,69,Married,1.38,3
23,20,2024-07-06 13:45:00,65,171,69,Married,0.87,3
23,77,2024-07-06 13:50:00,65,171,69,Married,1.05,3
23,73,2024-07-06 13:53:00,65,171,69,Married,1.18,3
23,73,2024-07-06 13:58:00,65,171,69,Married,1.29,3
23,710,2024-07-06 13:59:00,65,171,69,Married,1.08,3
23,711,2024-07-06 14:03:00,65,171,69,Married,0.4,3
24,62,2024-07-06 13:04:00,24,168,57,Single,1.33,1
24,31,2024-07-06 13:05:00,24,168,57,Single,1.47,1
25,04,2024-07-06 13:18:00,48,177,69,Married,1.02,2
25,00,2024-07-06 13:21:00,48,177,69,Married,0.18,2
25,00,2024-07-06 13:24:00,48,177,69,Married,1.3,2
25,06,2024-07-06 13:28:00,48,177,69,Married,0.54,2
25,011,2024-07-06 13:29:00,48,177,69,Married,0.35,2
25,03,2024-07-06 13:33:00,48,177,69,Married,1.02,2
25,012,2024-07-06 13:37:00,48,177,69,Married,1.09,2
25,07,2024-07-06 13:40:00,48,177,69,Married,0.13,2
25,01,2024-07-06 13:42:00,48,177,69,Married,0.24,2
25,03,2024-07-06 13:44:00,48,177,69,Married,0.17,2
25,01,2024-07-06 13:49:00,48,177,69,Married,0.67,2
25,06,2024-07-06 13:50:00,48,177,69,Married,0.15,2
25,07,2024-07-06 13:54:00,48,177,69,Married,1.31,2
25,012,2024-07-06 13:58:00,48,177,69,Married,0.78,2
25,07,2024-07-06 14:03:00,48,177,69,Married,0.92,2
26,413,2024-07-06 13:29:00,52,163,43,Married,0.8,2
26,417,2024-07-06 13:34:00,52,163,43,Married,1.02,2
26,45,2024-07-06 13:37:00,52,163,43,Married,1.42,2
26,413,2024-07-06 13:42:00,52,163,43,Married,1.4,2
26,413,2024-07-06 13:46:00,52,163,43,Married,1.08,2
26,41,2024-07-06 13:49:00,52,163,43,Married,0.2,2
26,19,2024-07-06 13:54:00,52,163,43,Married,0.28,2
26,26,2024-07-06 13:56:00,52,163,43,Married,1.04,2
26,22,2024-07-06 13:58:00,52,163,43,Married,0.19,2
26,21,2024-07-06 14:02:00,52,163,43,Married,0.38,2
26,26,2024-07-06 14:07:00,52,163,43,Married,0.57,2
26,23,2024-07-06 14:12:00,52,163,43,Married,0.5,2
26,28,2024-07-06 14:16:00,52,163,43,Married,0.66,2
26,47,2024-07-06 14:20:00,52,163,43,Married,1.46,2
27,711,2024-07-06 13:35:00,52,173,62,Married,0.95,2
27,710,2024-07-06 13:36:00,52,173,62,Married,1.33,2
27,79,2024-07-06 13:37:00,52,173,62,Married,0.46,2
27,03,2024-07-06 13:38:00,52,173,62,Married,1.15,2
27,314,2024-07-06 13:41:00,52,173,62,Married,1.47,2
27,35,2024-07-06 13:43:00,52,173,62,Married,0.54,2
27,37,2024-07-06 13:45:00,52,173,62,Married,0.1,2
27,315,2024-07-06 13:46:00,52,173,62,Married,0.65,2
27,35,2024-07-06 13:48:00,52,173,62,Married,1.17,2
27,311,2024-07-06 13:53:00,52,173,62,Married,0.59,2
27,39,2024-07-06 13:56:00,52,173,62,Married,1.42,2
27,318,2024-07-06 13:59:00,52,173,62,Married,0.62,2
27,313,2024-07-06 14:04:00,52,173,62,Married,0.37,2
28,012,2024-07-06 13:42:00,49,154,54,Married,0.95,2
28,06,2024-07-06 13:47:00,49,154,54,Married,1.15,2
28,012,2024-07-06 13:52:00,49,154,54,Married,0.4,2
29,51,2024-07-06 13:47:00,69,169,58,Married,1.31,3
29,515,2024-07-06 13:49:00,69,169,58,Married,0.6,3
29,514,2024-07-06 13:52:00,69,169,58,Married,0.52,3
30,04,2024-07-06 14:01:00,52,162,47,Married,0.98,2
30,02,2024-07-06 14:05:00,52,162,47,Married,1.01,2
30,04,2024-07-06 14:06:00,52,162,47,Married,1.3,2
30,01,2024-07-06 14:11:00,52,162,47,Married,0.59,2
30,01,2024-07-06 14:15:00,52,162,47,Married,0.68,2
30,00,2024-07-06 14:16:00,52,162,47,Married,1.24,2
30,30,2024-07-06 14:21:00,52,162,47,Married,1.28,2
30,012,2024-07-06 14:25:00,52,162,47,Married,1.23,2
30,03,2024-07-06 14:28:00,52,162,47,Married,1.32,2
30,08,2024-07-06 14:29:00,52,162,47,Married,0.43,2
30,00,2024-07-06 14:30:00,52,162,47,Married,0.18,2
30,011,2024-07-06 14:32:00,52,162,47,Married,0.43,2
30,06,2024-07-06 14:33:00,52,162,47,Married,1.33,2
30,010,2024-07-06 14:38:00,52,162,47,Married,1.21,2
30,06,2024-07-06 14:39:00,52,162,47,Married,0.79,2
30,07,2024-07-06 14:40:00,52,162,47,Married,1.29,2
30,07,2024-07-06 14:44:00,52,162,47,Married,0.59,2
30,00,2024-07-06 14:46:00,52,162,47,Married,0.78,2
30,05,2024-07-06 14:51:00,52,162,47,Married,0.17,2
31,67,2024-07-06 14:13:00,48,148,49,Married,0.68,2
31,611,2024-07-06 14:18:00,48,148,49,Married,1.28,2
31,610,2024-07-06 14:21:00,48,148,49,Married,0.92,2
31,69,2024-07-06 14:23:00,48,148,49,Married,0.67,2
31,613,2024-07-06 14:26:00,48,148,49,Married,1.32,2
31,23,2024-07-06 14:28:00,48,148,49,Married,0.48,2
31,22,2024-07-06 14:32:00,48,148,49,Married,0.71,2
31,27,2024-07-06 14:35:00,48,148,49,Married,1.02,2
31,70,2024-07-06 14:37:00,48,148,49,Married,0.87,2
31,70,2024-07-06 14:38:00,48,148,49,Married,1.06,2
31,73,2024-07-06 14:39:00,48,148,49,Married,0.43,2
31,72,2024-07-06 14:40:00,48,148,49,Married,0.88,2
31,711,2024-07-06 14:43:00,48,148,49,Married,1.28,2
31,74,2024-07-06 14:46:00,48,148,49,Married,0.41,2
31,116,2024-07-06 14:51:00,48,148,49,Married,0.49,2
31,15,2024-07-06 14:52:00,48,148,49,Married,1.43,2
31,12,2024-07-06 14:56:00,48,148,49,Married,0.43,2
31,17,2024-07-06 14:59:00,48,148,49,Married,1.49,2
32,27,2024-07-06 14:13:00,72,151,43,Single,0.98,3
32,23,2024-07-06 14:18:00,72,151,43,Single,0.68,3
32,411,2024-07-06 14:21:00,72,151,43,Single,1.3,3
32,412,2024-07-06 14:25:00,72,151,43,Single,0.14,3
32,45,2024-07-06 14:29:00,72,151,43,Single,0.35,3
32,40,2024-07-06 14:30:00,72,151,43,Single,1.14,3
32,45,2024-07-06 14:32:00,72,151,43,Single,1.46,3
33,07,2024-07-06 14:27:00,40,174,69,Married,0.91,2
33,011,2024-07-06 14:30:00,40,174,69,Married,0.66,2
33,01,2024-07-06 14:34:00,40,174,69,Married,1.28,2
33,06,2024-07-06 14:36:00,40,174,69,Married,0.13,2
33,04,2024-07-06 14:41:00,40,174,69,Married,1.09,2
33,05,2024-07-06 14:45:00,40,174,69,Married,0.42,2
33,00,2024-07-06 14:48:00,40,174,69,Married,0.57,2
33,012,2024-07-06 14:49:00,40,174,69,Married,0.35,2
33,09,2024-07-06 14:54:00,40,174,69,Married,1.21,2
33,09,2024-07-06 14:57:00,40,174,69,Married,1.0,2
33,07,2024-07-06 14:58:00,40,174,69,Married,0.21,2
33,515,2024-07-06 15:03:00,40,174,69,Married,1.46,2
34,63,2024-07-06 14:40:00,62,173,72,Single,0.33,3
34,611,2024-07-06 14:41:00,62,173,72,Single,0.34,3
34,67,2024-07-06 14:45:00,62,173,72,Single,0.62,3
34,69,2024-07-06 14:47:00,62,173,72,Single,1.5,3
35,53,2024-07-06 14:48:00,70,171,78,Married,0.16,3
35,513,2024-07-06 14:49:00,70,171,78,Married,0.16,3
35,54,2024-07-06 14:50:00,70,171,78,Married,1.14,3
35,511,2024-07-06 14:54:00,70,171,78,Married,0.32,3
35,58,2024-07-06 14:58:00,70,171,78,Married,1.24,3
35,511,2024-07-06 15:03:00,70,171,78,Married,1.05,3
35,21,2024-07-06 15:04:00,70,171,78,Married,0.2,3
35,24,2024-07-06 15:06:00,70,171,78,Married,1.44,3
35,22,2024-07-06 15:07:00,70,171,78,Married,0.1,3
35,08,2024-07-06 15:11:00,70,171,78,Married,0.35,3
35,04,2024-07-06 15:15:00,70,171,78,Married,0.52,3
35,41,2024-07-06 15:16:00,70,171,78,Married,0.18,3
35,41,2024-07-06 15:21:00,70,171,78,Married,0.43,3
35,410,2024-07-06 15:26:00,70,171,78,Married,1.09,3
35,42,2024-07-06 15:27:00,70,171,78,Married,1.47,3
35,49,2024-07-06 15:30:00,70,171,78,Married,1.07,3
35,412,2024-07-06 15:33:00,70,171,78,Married,0.73,3
35,45,2024-07-06 15:38:00,70,171,78,Married,0.2,3
35,418,2024-07-06 15:42:00,70,171,78,Married,1.0,3
35,47,2024-07-06 15:45:00,70,171,78,Married,0.66,3
35,416,2024-07-06 15:47:00,70,171,78,Married,1.08,3
36,710,2024-07-06 14:52:00,27,155,50,Single,0.52,1
36,75,2024-07-06 14:54:00,27,155,50,Single,0.96,1
36,73,2024-07-06 14:55:00,27,155,50,Single,0.48,1
36,71,2024-07-06 14:59:00,27,155,50,Single,1.28,1
36,715,2024-07-06 15:02:00,27,155,50,Single,1.28,1
36,412,2024-07-06 15:03:00,27,155,50,Single,0.16,1
36,42,2024-07-06 15:07:00,27,155,50,Single,0.84,1
36,43,2024-07-06 15:10:00,27,155,50,Single,0.56,1
36,43,2024-07-06 15:14:00,27,155,50,Single,1.4,1
36,43,2024-07-06 15:16:00,27,155,50,Single,1.46,1
36,413,2024-07-06 15:19:00,27,155,50,Single,0.91,1
36,79,2024-07-06 15:21:00,27,155,50,Single,0.8,1
36,710,2024-07-06 15:24:00,27,155,50,Single,0.29,1
36,710,2024-07-06 15:28:00,27,155,50,Single,0.3,1
36,713,2024-07-06 15:31:00,27,155,50,Single,0.86,1
36,73,2024-07-06 15:33:00,27,155,50,Single,1.29,1
37,16,2024-07-06 14:53:00,48,171,82,Married,0.17,2
37,117,2024-07-06 14:54:00,48,171,82,Married,0.21,2
37,012,2024-07-06 14:57:00,48,171,82,Married,1.07,2
37,05,2024-07-06 14:59:00,48,171,82,Married,1.47,2
37,04,2024-07-06 15:00:00,48,171,82,Married,0.35,2
37,010,2024-07-06 15:05:00,48,171,82,Married,0.77,2
37,011,2024-07-06 15:09:00,48,171,82,Married,0.64,2
37,49,2024-07-06 15:12:00,48,171,82,Married,0.32,2
37,46,2024-07-06 15:16:00,48,171,82,Married,0.37,2
37,40,2024-07-06 15:21:00,48,171,82,Married,0.59,2
37,413,2024-07-06 15:23:00,48,171,82,Married,0.26,2
37,27,2024-07-06 15:24:00,48,171,82,Married,1.15,2
37,21,2024-07-06 15:26:00,48,171,82,Married,0.25,2
37,20,2024-07-06 15:27:00,48,171,82,Married,0.88,2
37,27,2024-07-06 15:32:00,48,171,82,Married,1.1,2
38,111,2024-07-06 15:06:00,55,165,50,Single,1.27,2
38,25,2024-07-06 15:11:00,55,165,50,Single,1.03,2
38,23,2024-07-06 15:15:00,55,165,50,Single,0.51,2
38,28,2024-07-06 15:17:00,55,165,50,Single,1.24,2
38,25,2024-07-06 15:19:00,55,165,50,Single,1.26,2
38,07,2024-07-06 15:22:00,55,165,50,Single,1.21,2
38,07,2024-07-06 15:23:00,55,165,50,Single,1.39,2
38,011,2024-07-06 15:28:00,55,165,50,Single,1.42,2
38,00,2024-07-06 15:30:00,55,165,50,Single,0.57,2
39,418,2024-07-06 15:19:00,51,147,45,Married,0.7,2
39,42,2024-07-06 15:21:00,51,147,45,Married,0.32,2
39,411,2024-07-06 15:25:00,51,147,45,Married,0.2,2
39,71,2024-07-06 15:29:00,51,147,45,Married,0.97,2
39,712,2024-07-06 15:30:00,51,147,45,Married,0.38,2
39,79,2024-07-06 15:33:00,51,147,45,Married,0.18,2
39,79,2024-07-06 15:37:00,51,147,45,Married,0.47,2
39,75,2024-07-06 15:42:00,51,147,45,Married,0.9,2
39,73,2024-07-06 15:45:00,51,147,45,Married,0.77,2
39,418,2024-07-06 15:46:00,51,147,45,Married,1.36,2
39,40,2024-07-06 15:51:00,51,147,45,Married,1.31,2
39,418,2024-07-06 15:53:00,51,147,45,Married,1.37,2
39,417,2024-07-06 15:57:00,51,147,45,Married,0.99,2
39,43,2024-07-06 16:02:00,51,147,45,Married,0.23,2
39,47,2024-07-06 16:03:00,51,147,45,Married,0.17,2
39,414,2024-07-06 16:06:00,51,147,45,Married,0.86,2
39,416,2024-07-06 16:10:00,51,147,45,Married,0.27,2
39,412,2024-07-06 16:13:00,51,147,45,Married,0.81,2
40,715,2024-07-06 15:30:00,33,170,57,Single,0.42,2
40,712,2024-07-06 15:33:00,33,170,57,Single,1.23,2
40,44,2024-07-06 15:34:00,33,170,57,Single,0.66,2
40,44,2024-07-06 15:35:00,33,170,57,Single,0.53,2
40,44,2024-07-06 15:39:00,33,170,57,Single,0.2,2
40,49,2024-07-06 15:40:00,33,170,57,Single,0.91,2
40,75,2024-07-06 15:42:00,33,170,57,Single,0.69,2
40,70,2024-07-06 15:47:00,33,170,57,Single,0.8,2
40,712,2024-07-06 15:52:00,33,170,57,Single,0.93,2
40,28,2024-07-06 15:54:00,33,170,57,Single,0.72,2
40,26,2024-07-06 15:57:00,33,170,57,Single,1.43,2
40,24,2024-07-06 15:59:00,33,170,57,Single,1.44,2
40,26,2024-07-06 16:01:00,33,170,57,Single,1.46,2
41,70,2024-07-06 15:44:00,43,173,83,Married,0.52,2
41,714,2024-07-06 15:48:00,43,173,83,Married,0.12,2
41,713,2024-07-06 15:51:00,43,173,83,Married,1.37,2
41,72,2024-07-06 15:53:00,43,173,83,Married,0.26,2
41,25,2024-07-06 15:54:00,43,173,83,Married,1.06,2
