Shelf ID,Person ID,Timestamp,Age,Gender,Height,Weight,Married status,Moving speed (m/s),Item ID,Looking at item (s),Holding the item (s),Holding the bag,Picking up item,Returning item,Putting item into bag,Taking item out of bag,Putting item into bag in the 2nd time
2,3,1720262520,43,Male,173,68,Married,1.03,6,35,37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0,4,1720262100,70,Male,175,77,Married,1.37,5,22,23,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
0,4,1720262340,70,Male,175,77,Married,1.37,0,15,30,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
0,4,1720262400,70,Male,175,77,Married,1.22,8,33,37,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
0,4,1720262580,70,Male,175,77,Married,0.52,1,31,28,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
0,4,1720262640,70,Male,175,77,Married,0.61,6,23,38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
7,5,1720262460,63,Female,162,48,Married,1.31,3,36,32,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,5,1720262640,63,Female,162,48,Married,0.62,12,24,26,TRUE,TRUE,TRUE,FALSE,,TRUE
7,5,1720262760,63,Female,162,48,Married,1.28,15,31,34,TRUE,TRUE,TRUE,,FALSE,TRUE
7,5,1720263060,63,Female,162,48,Married,0.18,14,15,15,TRUE,TRUE,TRUE,,TRUE,TRUE
7,5,1720263180,63,Female,162,48,Married,0.87,10,22,34,TRUE,TRUE,TRUE,FALSE,,FALSE
7,5,1720263300,63,Female,162,48,Married,0.52,12,20,24,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
3,5,1720263480,63,Female,162,48,Married,1.21,24,26,39,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,6,1720263180,40,Male,177,88,Married,0.54,23,30,19,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,6,1720263240,40,Male,177,88,Married,0.28,16,23,15,TRUE,TRUE,FALSE,TRUE,FALSE,
3,6,1720263420,40,Male,177,88,Married,0.28,22,24,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,6,1720263480,40,Male,177,88,Married,0.2,13,25,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
3,6,1720263720,40,Male,177,88,Married,0.55,18,60,16,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,6,1720263900,40,Male,177,88,Married,1.09,8,68,24,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
2,6,1720263960,40,Male,177,88,Married,1.28,7,64,20,TRUE,TRUE,FALSE,TRUE,FALSE,
4,6,1720264140,40,Male,177,88,Married,1.02,11,31,32,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
4,6,1720264380,40,Male,177,88,Married,0.72,17,33,26,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,7,1720263780,68,Female,151,55,Married,1.11,8,24,21,TRUE,TRUE,TRUE,,,
0,7,1720264080,68,Female,151,55,Married,1.01,8,15,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,7,1720264140,68,Female,151,55,Married,0.91,8,19,18,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
0,7,1720264200,68,Female,151,55,Married,0.29,4,39,18,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
7,7,1720264440,68,Female,151,55,Married,0.88,12,20,34,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,7,1720264560,68,Female,151,55,Married,1.26,0,31,22,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,7,1720264680,68,Female,151,55,Married,1.24,17,24,19,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
0,7,1720264920,68,Female,151,55,Married,1.14,5,16,24,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,8,1720264260,18,Male,177,61,Married,0.86,12,21,18,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
4,8,1720264380,18,Male,177,61,Married,0.28,10,29,36,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,8,1720264440,18,Male,177,61,Married,0.58,5,17,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,8,1720264620,18,Male,177,61,Married,0.87,0,27,15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,8,1720264800,18,Male,177,61,Married,0.86,3,19,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
5,8,1720265040,18,Male,177,61,Married,1.08,4,24,23,TRUE,TRUE,FALSE,TRUE,FALSE,
5,8,1720265100,18,Male,177,61,Married,1.41,7,33,24,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,8,1720265220,18,Male,177,61,Married,0.19,1,56,50,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
5,8,1720265520,18,Male,177,61,Married,0.59,15,33,38,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
5,8,1720265640,18,Male,177,61,Married,0.76,11,26,27,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5,8,1720265880,18,Male,177,61,Married,1.5,13,34,32,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,8,1720266180,18,Male,177,61,Married,1.27,13,26,20,TRUE,TRUE,TRUE,FALSE,,FALSE
7,8,1720266420,18,Male,177,61,Married,0.9,6,52,57,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,8,1720266720,18,Male,177,61,Married,0.16,7,58,57,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,8,1720266900,18,Male,177,61,Married,0.84,8,17,39,TRUE,TRUE,TRUE,TRUE,FALSE,
7,8,1720266960,18,Male,177,61,Married,0.28,0,22,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,8,1720267140,18,Male,177,61,Married,1.4,4,22,29,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,8,1720267380,18,Male,177,61,Married,0.41,8,37,19,TRUE,TRUE,FALSE,FALSE,TRUE,
7,8,1720267440,18,Male,177,61,Married,0.69,4,28,38,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,8,1720267740,18,Male,177,61,Married,1.32,9,34,37,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,8,1720267980,18,Male,177,61,Married,1.14,15,18,22,TRUE,TRUE,TRUE,,TRUE,TRUE
7,8,1720268220,18,Male,177,61,Married,0.19,8,25,22,TRUE,TRUE,TRUE,FALSE,,
1,9,1720264620,43,Male,175,65,Married,0.25,14,4,14,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
2,10,1720265400,32,Female,161,43,Married,0.96,0,30,20,FALSE,TRUE,TRUE,FALSE,,FALSE
0,10,1720265520,32,Female,161,43,Married,1.44,0,20,36,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
0,10,1720265640,32,Female,161,43,Married,1.06,2,15,32,FALSE,TRUE,TRUE,,TRUE,FALSE
0,10,1720265880,32,Female,161,43,Married,0.7,5,17,38,FALSE,TRUE,FALSE,FALSE,,TRUE
4,11,1720265760,72,Female,153,52,Married,0.22,3,68,16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
4,11,1720265820,72,Female,153,52,Married,1.25,17,33,21,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5,11,1720266120,72,Female,153,52,Married,0.97,14,27,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
5,11,1720266360,72,Female,153,52,Married,0.49,11,32,30,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
1,12,1720265940,62,Female,163,58,Married,0.4,3,32,24,TRUE,TRUE,TRUE,FALSE,FALSE,
3,12,1720266240,62,Female,163,58,Married,1.2,19,39,33,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
3,12,1720266420,62,Female,163,58,Married,1.17,18,31,29,TRUE,TRUE,TRUE,TRUE,FALSE,
3,12,1720266540,62,Female,163,58,Married,0.24,10,15,18,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
3,12,1720266780,62,Female,163,58,Married,1.19,2,22,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
3,12,1720267080,62,Female,163,58,Married,0.75,20,58,51,TRUE,TRUE,FALSE,TRUE,FALSE,
1,12,1720267320,62,Female,163,58,Married,0.61,1,39,20,TRUE,TRUE,TRUE,TRUE,,FALSE
1,12,1720267440,62,Female,163,58,Married,0.44,12,18,24,TRUE,TRUE,TRUE,FALSE,,FALSE
0,12,1720267500,62,Female,163,58,Married,0.47,4,36,31,TRUE,TRUE,FALSE,TRUE,FALSE,
0,12,1720267800,62,Female,163,58,Married,0.74,10,15,29,TRUE,TRUE,TRUE,FALSE,,TRUE
0,12,1720267860,62,Female,163,58,Married,1.07,0,28,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,12,1720267920,62,Female,163,58,Married,0.44,5,21,32,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
0,12,1720268100,62,Female,163,58,Married,0.67,4,27,36,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0,13,1720266060,21,Male,179,84,Single,0.6,4,28,28,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,13,1720266240,21,Male,179,84,Single,1.39,2,34,36,TRUE,TRUE,FALSE,FALSE,TRUE,
0,13,1720266300,21,Male,179,84,Single,0.73,12,17,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
5,13,1720266480,21,Male,179,84,Single,0.22,8,60,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
6,13,1720266600,21,Male,179,84,Single,1.42,16,12,9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
6,13,1720266780,21,Male,179,84,Single,0.61,1,35,17,TRUE,TRUE,TRUE,TRUE,TRUE,
6,13,1720267080,21,Male,179,84,Single,1.07,4,31,35,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
4,13,1720267200,21,Male,179,84,Single,1.03,18,19,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,13,1720267380,21,Male,179,84,Single,0.98,7,60,30,TRUE,TRUE,TRUE,FALSE,FALSE,
4,13,1720267620,21,Male,179,84,Single,0.85,13,16,32,TRUE,TRUE,TRUE,TRUE,,FALSE
4,13,1720267680,21,Male,179,84,Single,0.96,11,29,30,TRUE,TRUE,TRUE,,FALSE,FALSE
0,13,1720267860,21,Male,179,84,Single,0.51,0,28,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,13,1720268160,21,Male,179,84,Single,1.27,8,63,31,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
0,13,1720268340,21,Male,179,84,Single,0.92,9,64,25,TRUE,TRUE,TRUE,,,TRUE
0,13,1720268520,21,Male,179,84,Single,1,1,22,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,13,1720268640,21,Male,179,84,Single,0.71,11,15,39,TRUE,TRUE,TRUE,,FALSE,TRUE
1,14,1720266780,73,Male,170,88,Married,1.07,16,30,26,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,14,1720266900,73,Male,170,88,Married,1.26,15,18,36,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
7,14,1720266960,73,Male,170,88,Married,1.35,11,36,15,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
1,14,1720267080,73,Male,170,88,Married,0.14,16,33,17,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
7,14,1720267320,73,Male,170,88,Married,0.76,8,64,34,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
7,14,1720267620,73,Male,170,88,Married,0.21,11,28,38,TRUE,TRUE,TRUE,,FALSE,FALSE
7,14,1720267860,73,Male,170,88,Married,0.79,2,24,29,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,14,1720267920,73,Male,170,88,Married,1.44,6,53,50,TRUE,TRUE,TRUE,FALSE,TRUE,
7,14,1720268100,73,Male,170,88,Married,0.44,12,16,30,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,14,1720268160,73,Male,170,88,Married,0.9,10,15,30,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,14,1720268340,73,Male,170,88,Married,1.18,11,21,15,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,15,1720267560,57,Male,171,59,Single,0.26,2,38,38,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,15,1720267680,57,Male,171,59,Single,1.03,7,21,39,TRUE,TRUE,TRUE,,TRUE,FALSE
1,15,1720267800,57,Male,171,59,Single,1.24,17,16,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,15,1720268040,57,Male,171,59,Single,1.39,6,26,21,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,15,1720268220,57,Male,171,59,Single,0.53,0,39,18,TRUE,TRUE,TRUE,,TRUE,TRUE
1,15,1720268400,57,Male,171,59,Single,0.59,17,39,36,TRUE,TRUE,TRUE,,FALSE,TRUE
2,15,1720268640,57,Male,171,59,Single,0.75,4,18,24,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
2,15,1720268940,57,Male,171,59,Single,1.34,3,35,32,TRUE,TRUE,TRUE,FALSE,TRUE,
2,15,1720269060,57,Male,171,59,Single,0.23,5,17,22,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,15,1720269300,57,Male,171,59,Single,1.01,0,23,17,TRUE,TRUE,TRUE,FALSE,FALSE,
2,15,1720269420,57,Male,171,59,Single,0.73,8,19,28,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
2,15,1720269660,57,Male,171,59,Single,0.68,3,30,28,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
2,16,1720268040,49,Male,178,85,Married,0.34,6,66,28,FALSE,TRUE,TRUE,TRUE,FALSE,
1,16,1720268280,49,Male,178,85,Married,0.48,6,65,32,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1,16,1720268400,49,Male,178,85,Married,0.64,1,25,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
2,17,1720268820,29,Male,176,86,Single,0.91,7,67,29,TRUE,TRUE,FALSE,FALSE,TRUE,
2,17,1720269120,29,Male,176,86,Single,1.31,2,25,31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2,17,1720269360,29,Male,176,86,Single,1.13,5,20,20,TRUE,TRUE,TRUE,FALSE,,
2,17,1720269660,29,Male,176,86,Single,0.4,0,27,33,TRUE,TRUE,FALSE,FALSE,,TRUE
4,17,1720269960,29,Male,176,86,Single,0.77,15,22,35,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
3,17,1720270140,29,Male,176,86,Single,0.4,4,18,29,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
3,17,1720270440,29,Male,176,86,Single,0.18,0,20,28,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
5,17,1720270560,29,Male,176,86,Single,0.49,5,38,16,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
5,17,1720270860,29,Male,176,86,Single,1.12,3,18,25,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,17,1720270920,29,Male,176,86,Single,0.43,14,15,31,TRUE,TRUE,TRUE,FALSE,TRUE,
5,17,1720270980,29,Male,176,86,Single,1.18,11,32,34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
6,17,1720271220,29,Male,176,86,Single,1.19,16,34,36,TRUE,TRUE,FALSE,FALSE,,FALSE
6,17,1720271340,29,Male,176,86,Single,0.28,1,7,2,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
6,17,1720271640,29,Male,176,86,Single,1.2,10,34,23,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,18,1720268940,47,Female,162,55,Married,0.45,7,16,36,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
0,18,1720269000,47,Female,162,55,Married,0.4,3,24,29,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,18,1720269240,47,Female,162,55,Married,1.11,9,20,30,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,18,1720269300,47,Female,162,55,Married,0.27,9,27,30,TRUE,TRUE,TRUE,FALSE,FALSE,
7,18,1720269420,47,Female,162,55,Married,1.35,10,39,19,TRUE,TRUE,TRUE,,TRUE,FALSE
7,18,1720269720,47,Female,162,55,Married,0.99,6,59,51,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
7,18,1720269900,47,Female,162,55,Married,0.66,1,39,28,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
7,18,1720270200,47,Female,162,55,Married,1.23,8,19,32,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,18,1720270320,47,Female,162,55,Married,0.11,13,18,23,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
7,18,1720270380,47,Female,162,55,Married,1.22,12,31,23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,18,1720270620,47,Female,162,55,Married,1.39,13,33,30,TRUE,TRUE,FALSE,FALSE,FALSE,
7,18,1720270920,47,Female,162,55,Married,1.23,11,15,25,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
7,18,1720271100,47,Female,162,55,Married,0.52,14,32,28,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
0,18,1720271340,47,Female,162,55,Married,0.48,1,17,33,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
0,18,1720271640,47,Female,162,55,Married,0.95,3,37,28,TRUE,TRUE,TRUE,,FALSE,TRUE
0,18,1720271880,47,Female,162,55,Married,1.06,7,36,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
0,19,1720269600,41,Female,153,47,Married,0.95,9,20,30,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
0,19,1720269720,41,Female,153,47,Married,0.86,11,18,33,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0,19,1720269960,41,Female,153,47,Married,1.1,3,27,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
0,19,1720270020,41,Female,153,47,Married,0.51,2,25,30,TRUE,TRUE,TRUE,TRUE,,TRUE
5,19,1720270080,41,Female,153,47,Married,1.05,6,26,35,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,1720270380,41,Female,153,47,Married,1.33,14,15,27,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,1720270440,41,Female,153,47,Married,0.52,2,22,21,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
5,19,1720270620,41,Female,153,47,Married,1.03,12,33,22,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
5,19,1720270680,41,Female,153,47,Married,0.24,10,36,28,TRUE,TRUE,TRUE,FALSE,,FALSE
4,19,1720270920,41,Female,153,47,Married,0.58,4,21,39,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
7,19,1720271220,41,Female,153,47,Married,0.47,15,25,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
7,19,1720271400,41,Female,153,47,Married,1.4,2,29,24,TRUE,TRUE,FALSE,FALSE,,
7,19,1720271580,41,Female,153,47,Married,0.6,3,22,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,19,1720271880,41,Female,153,47,Married,1,12,33,36,TRUE,TRUE,TRUE,TRUE,FALSE,
4,19,1720272120,41,Female,153,47,Married,0.65,1,65,33,TRUE,TRUE,FALSE,TRUE,FALSE,
4,19,1720272180,41,Female,153,47,Married,1.24,2,63,25,TRUE,TRUE,FALSE,TRUE,FALSE,
2,20,1720269720,47,Male,178,81,Married,1.26,3,38,17,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,20,1720269840,47,Male,178,81,Married,0.32,4,34,17,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
2,20,1720269900,47,Male,178,81,Married,1.06,8,69,29,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
4,20,1720270140,47,Male,178,81,Married,0.2,14,18,39,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2,20,1720270200,47,Male,178,81,Married,0.25,4,15,17,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,20,1720270320,47,Male,178,81,Married,0.82,8,65,27,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2,21,1720270200,18,Female,154,49,Single,0.48,4,28,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
7,21,1720270320,18,Female,154,49,Single,1,7,52,56,TRUE,TRUE,FALSE,TRUE,FALSE,
7,21,1720270500,18,Female,154,49,Single,0.22,7,56,58,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
7,21,1720270560,18,Female,154,49,Single,0.78,3,24,30,TRUE,TRUE,FALSE,FALSE,,FALSE
7,21,1720270740,18,Female,154,49,Single,0.46,11,15,17,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2,21,1720270800,18,Female,154,49,Single,0.7,2,18,28,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
4,22,1720270260,46,Female,162,51,Married,1.34,17,27,28,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4,22,1720270440,46,Female,162,51,Married,1.16,9,39,23,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,22,1720270680,46,Female,162,51,Married,0.37,6,15,32,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
1,22,1720270800,46,Female,162,51,Married,1.45,9,15,39,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,22,1720270920,46,Female,162,51,Married,0.68,7,21,32,TRUE,TRUE,TRUE,TRUE,,FALSE
1,22,1720270980,46,Female,162,51,Married,0.29,7,30,19,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,22,1720271280,46,Female,162,51,Married,1.34,11,34,39,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1,22,1720271400,46,Female,162,51,Married,0.84,14,7,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1,22,1720271460,46,Female,162,51,Married,0.14,17,31,20,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
4,23,1720270800,65,Male,171,69,Married,1.28,4,18,19,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
4,23,1720271100,65,Male,171,69,Married,1.3,8,21,27,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
4,23,1720271340,65,Male,171,69,Married,1.24,17,36,24,TRUE,TRUE,TRUE,FALSE,TRUE,
4,23,1720271460,65,Male,171,69,Married,1.45,9,15,35,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
4,23,1720271520,65,Male,171,69,Married,0.53,16,26,25,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1,23,1720271820,65,Male,171,69,Married,0.92,8,32,24,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,23,1720272060,65,Male,171,69,Married,0.45,9,18,27,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1,23,1720272360,65,Male,171,69,Married,1.47,17,26,38,TRUE,TRUE,TRUE,,FALSE,TRUE
1,23,1720272600,65,Male,171,69,Married,1.35,11,16,23,TRUE,TRUE,TRUE,,FALSE,TRUE
1,23,1720272660,65,Male,171,69,Married,0.7,8,26,26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1,23,1720272840,65,Male,171,69,Married,0.35,6,25,22,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
0,23,1720272960,65,Male,171,69,Married,1.24,5,17,26,TRUE,TRUE,TRUE,FALSE,TRUE,
0,23,1720273260,65,Male,171,69,Married,1.38,11,20,23,TRUE,TRUE,FALSE,TRUE,FALSE,
2,23,1720273500,65,Male,171,69,Married,0.87,0,36,28,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
7,23,1720273800,65,Male,171,69,Married,1.05,7,59,51,TRUE,TRUE,TRUE,TRUE,FALSE,
7,23,1720273980,65,Male,171,69,Married,1.18,3,38,20,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
7,23,1720274280,65,Male,171,69,Married,1.29,3,38,32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7,23,1720274340,65,Male,171,69,Married,1.08,10,21,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7,23,1720274580,65,Male,171,69,Married,0.4,11,35,19,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
6,24,1720271040,24,Male,168,57,Single,1.33,2,26,33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
3,24,1720271100,24,Male,168,57,Single,1.47,1,26,29,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
0,25,1720271880,48,Male,177,69,Married,1.02,4,31,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
